# +--------------------------------------------------------------------+
#  Project:   Starshatter 5.0
#  File:      content.txt
#
#  Default ENGLISH / USA text
#
#  Destroyer Studios LLC
#  Copyright © 1997-2007. All Rights Reserved.
# +--------------------------------------------------------------------+

FORCOM                      = FORCOM
ship.wolf                   = The DD-305 WOLF class of medium destroyers are an older type of Hegemony warship now mainly used by client states and guerilla groups such as the Dantari Separatists.  The Wolf class features a pair of internally-mounted heavy XRay Laser batteries and a full complement of Orca point defense batteries for protection from inbound threats.  Due to design limitations, the Orca PDBs tend to provide better coverage for the dorsal hemisphere, leaving the Wolf class with a vulnerable underbelly.
ship.goliath                = The GOLIATH class carrier vessels provide the Dantari Separatists with their main force projection capability in the Solus system.  Unlike the rest of the Dantari fleet, which consists largely of older Hegemony warships, the Goliath class carriers were designed and constructed specifically for their Dantari crew.  Due to budgetary constraints, the Goliath class is outfitted with only a single launch rail, but still has a full complement of point defense batteries for close-in protection.
ship.farcaster              = The standard Terellian Alliance quantum portal for long range travel.  The 185 exawatt Type I FARCASTER can translate any starship or fighter-class vessel, even without an onboard FTL quantum drive, instantly to a remote destination.  Farcaster portals are always connected in pairs.
ship.farcaster2             = The standard Hegemony quantum portal for long range travel.  The Type II FARCASTER can translate any starship or fighter-class vessel instantly to a remote destination.  Type II Farcaster portals may found throughout the systems controlled by the Marakan Hegemony.
ship.avenger                = The F6F AVENGER attack fighter is a highly competent assault platform, capable of meeting most any opponent on even ground and providing an edge over the majority of enemy starfighters in service.  The Avenger is the only Hegemony craft in current service that is optimized for the ground attack role in addition to supporting antiship mission profiles.  The Avenger features a four-barrel Alpha cannon and eight (8) missile hardpoints.  However, unlike the Alliance Thunderbolt, the Avenger does not have a gun turret for rear-quarter protection.
ship.cobra                  = The MARK-3 COBRA is a mid-wing configuration multi-role fighter spacecraft that was once commonly used by the Marakan Hegemony but now is mainly used by its client states. The Cobra is a tough and effective single-engine spacecraft that is frequently employed against all types of hardened ground targets, and may also fulfill a secondary role killing spaceborne platforms and starships. The Cobra is armed with twin nose-mounted Alpha particle cannon, along with eight underwing hard points capable of mounting several types of anti-fighter, antiship, and ground-attack weapon systems.
ship.intruder               = The F4F INTRUDER is the latest edition single-seat intercept fighter craft used by the Marakan Hegemony.  More expensive than the older Viper models, the Intruder remains a lightweight and highly maneuverable tactical fighter.  It is armed with twin Alpha particle cannon, and four underwing hard points capable of mounting a variety of antiship and anti-fighter ordnance.  The Intruder is usually tasked with patrol, intercept, and escort mission profiles, but may also serve as a strike fighter in a pinch.
ship.jackal                 = The JACKAL armored landing craft (LCA) is the mainstay of Hegemony heavy-lift capacity, and the only Marakan craft capable of atmospheric VTOL.  The Jackal is commonly used to ferry personnel and equipment between groundside bases and spaceborne platforms, and also serves a secondary role in heavy assault profiles.  The Jackal is armed with twin heavy Vulcan cannon, but is limited to standard decoy launchers for self-defense.
ship.raptor                 = The F5A RAPTOR is a swept-delta configuration multi-role fighter spacecraft commonly used by the Marakan Hegemony.  It is fast and sturdy and has proven itself in spaceborne and airborne combat as well as in surface attack missions. The Raptor is armed with twin Alpha particle cannon, along with eight underwing hard points capable of mounting several types of anti-fighter ordnance.  The Razor's heavy delta wing design also gives it the capacity to mount a variety of air-to-ground and antiship weapons.
ship.razor                  = The MARK-2 RAZOR is a forward-delta configuration multi-role fighter spacecraft commonly used by the Marakan Hegemony and its client states. It is fast and sturdy and has proven itself in spaceborne and airborne combat as well as in surface attack missions. Like the Mark 1 Viper, the Razor is armed with twin Alpha particle cannon, along with eight underwing hard points capable of mounting several types of anti-fighter ordnance.  The Razor's heavy delta wing design also gives it the capacity to mount a variety of air-to-ground and antiship weapons.
ship.viper                  = The MARK-1 VIPER is an older model single-seat intercept fighter craft used by the Marakan Hegemony and many of its client states.  Designed to be inexpensive, lightweight, and highly maneuverable, the Viper has become ubiquitous as a versatile tactical fighter.  It is armed with twin Alpha particle cannon, and six underwing hard points capable of mounting a variety of anti-fighter ordnance.  The Viper is often asked to perform patrol, intercept, and escort mission profiles.
ship.broadsword             = The DD-3C21 BROADSWORD class of destroyers represents the pinnacle of Hegemony warship technology; big, fast, and ready to deliver punishing amounts of damage to all who stand in their way.  The Broadsword class ships extend the basic armament of the older Volnaris class by doubling the number of heavy x-ray laser batteries to four.  As with many Hegemony designs, these weapons are externally mounted and vulnerable to attack from the flanks.
ship.dragon                 = The CV-7A1 DRAGON class carriers represent the pinnacle of Hegemony military starship design. Though somewhat slow and unweildy, the Dragons are nevertheless enormously powerful.  Their huge complement of embarked fighter craft give them unparalleled force projection capability; a single Dragon-class carrier battle group could easily conquer a colonial world.
ship.imperial               = Marakan Hegemony guided missile cruisers such as the CA-5C44 IMPERIAL class are most often found leading small cruiser battle groups. These ships are devastating attack platforms, equally at home either support or leading space action groups. The Imperial class features a pair of Rostov high-speed missile turrets, which combined with a full battery of magnetic rail launchers, gives them excellent long range assault capability.
ship.tiger                  = The FF-2E01 TIGER BAY class frigate was the result of war department opposition to mounting costs and limited capabilities of the older Baikal class frigate.  Only fourteen Baikal class ships were built, and all were decommissioned and sold to neighboring independent systems.  The Tiger Bay class was designed to extend the anti-ship capabilities of the older frigates by adding a pair of light x-ray laser batteries mounted on the wings.  As with many Hegemony designs, these weapons are externally mounted and vulnerable to attack from the flanks.
ship.vendetta               = The CA-5D15 VENDETTA class of heavy cruisers are the core Hegemony heavy gun platforms.  Big, slow, and very tough, each of these enormous vessels features a pair of heavy gamma ray laser batteries and twin Rostov antiship missile turrets.  Together these weapons can bring down the largest starships and orbital stations.  The Vendetta's complement of magnetic rail guns make her more suitable to offense than defense; these ships rely on their tough hide to withstand enemy bombardment while they move in for the kill.
ship.volnaris               = The DD/E-4D01 VOLNARIS class of destroyer/escorts are the predecessors of the heavier Broadsword destroyer class.  Originally intended as mainline destroyers, the Volnaris ships have now been relegated primarily to escort duty for the Hegemony battle groups.  The Volnaris features a pair of internally-mounted heavy x-ray laser batteries and three fusion torpedo launchers for offensive capability, along with a full complement of Orca point defense batteries for protection from inbound threats.  Due to design limitations, the Orca PDBs tend to provide better coverage for the dorsal hemisphere, leaving the Volnaris class with a vulnerable underbelly.
ship.cutlass                = Small, stealthy, and highly maneuverable, the CUTLASS pirate fighter is commonly used by the Brotherhood of Iron criminal organization as both a commerce raider and escort for their larger vessels.  The Cutlass features four widely spread Alpha cannon, and has even been known to mount stolen antiship missiles for some engagements.
ship.marauder               = The MARAUDER is a small frigate-class vessel commonly used by the Brotherhood of Iron criminal organization as a commerce raider.  The Marauder ships are no match for most military warships, but they make up for their limitations with enhanced stealth capabilities.  Starship captains usually find the Marauder to be a fiendishly difficult type of ship to lock onto.

# system names / abbreviations
sys.computer.abrv           = Comp
sys.drive.plasma            = Plasma Drive
sys.drive.fusion            = Fusion Drive
sys.drive.green             = Main Drive
sys.drive.red               = Main Drive
sys.drive.blue              = Main Drive
sys.drive.yellow            = Main Drive
sys.drive.stealth           = Stealth Drive
sys.drive.abrv              = Drive
sys.farcaster               = Farcaster
sys.farcaster.abrv          = Farcaster
sys.flight-deck             = Flight Deck
sys.flight-deck.abrv        = Flt Deck
sys.landing-gear            = Landing Gear
sys.landing-gear.abrv       = Gear
sys.nav-light               = Navigation Lights
sys.nav-light.abrv          = NavLight
sys.nav-system              = Auto Nav System
sys.nav-system.abrv         = Nav
sys.power.battery           = Battery
sys.power.battery.abrv      = Battery
sys.power.auxilliary        = Aux Reactor
sys.power.auxilliary.abrv   = Aux Reac
sys.power.fusion            = Fusion Reactor
sys.power.fusion.abrv       = Fusion
sys.quantum                 = Quantum Drive
sys.quantum.abrv            = Quantum
sys.sensor                  = Dual Sensor Pkg
sys.sensor.abrv             = Sensor
sys.shield.none             = None
sys.shield.deflector        = Deflector
sys.shield.grav             = Grav Shield
sys.shield.hyper            = Hyper Shield
sys.shield.abrv             = Shield
sys.thruster                = Thruster
sys.thruster.abrv           = Thruster
sys.weapon.primary.abrv     = Wep Pri
sys.weapon.secondary.abrv   = Wep Sec

# system components
[Multiple]                  = [Multiple]
No Selection                = No Selection
Fusion Reactor              = Fusion Reactor
Reactor Core                = Reactor Core
Reac Core                   = Reac Core
Fuel System                 = Fuel System
Fuel Sys                    = Fuel Sys
Presequencer                = Presequencer
Preseq                      = Preseq
Radiation Shield            = Radiation Shield
Rad Shield                  = Rad Shield
Power Regulator             = Power Regulator
Pwr Reg                     = Pwr Reg
Heat Exchanger              = Heat Exchanger
Heat Exch                   = Heat Exch
Coolant Tanks               = Coolant Tanks
Coolant                     = Coolant
Auxilliary Reactor          = Auxilliary Reactor
Reactant                    = Reactant
Injector                    = Injector
Magnetic Coil               = Magnetic Coil
Mag Coil                    = Mag Coil
Battery                     = Battery
EMG Cell                    = EMG Cell
Reactant Valves             = Reactant Valves
Reac Valves                 = Reac Valves
Plasma Drive                = Plasma Drive
Plasma Core                 = Plasma Core
Plasma Grid                 = Plasma Grid
Presequence Injector        = Presequence Injector
Plasma Impeller             = Plasma Impeller
Impeller                    = Impeller
Magnetic Resonance Focuser  = Magnetic Resonance Focuser
Mag Focus                   = Mag Focus
Thruster                    = Thruster
Lateral Thrust Motors       = Lateral Thrust Motors
Spinal Thrust Motors        = Spinal Thrust Motors
Braking Thrusters           = Braking Thrusters
Lateral                     = Lateral
Spinal                      = Spinal
Braking                     = Braking
Quantum Drive               = Quantum Drive
Graviscalar Bias Node A     = Graviscalar Bias Node A
Graviscalar Bias Node B     = Graviscalar Bias Node B
Quantum Wave Containment    = Quantum Wave Containment
Dimensional Waveguide       = Dimensional Waveguide
Power Filter/Sync Lock      = Power Filter/Sync Lock
Alpha Node                  = Alpha Node
Beta Node                   = Beta Node
Containment                 = Containment
Waveguide                   = Waveguide
Sync Lock                   = Sync Lock
Grav Shield                 = Grav Shield
Grav Bias Generator         = Grav Bias Generator
Grav Gen                    = Grav Gen
Fusion Power Adaptor        = Fusion Power Adaptor
Pwr Adaptor                 = Pwr Adaptor
Harmonic Oscillator         = Harmonic Oscillator
Harm Osc                    = Harm Osc
Tactical Computer Interface = Tactical Computer Interface
Tac I/F                     = Tac I/F
Sensor                      = Sensor
Transmit Array              = Transmit Array
XMIT                        = XMIT
Receive Array               = Receive Array
RECV                        = RECV
Spacial Filter              = Spacial Filter
Filter                      = Filter
Processor                   = Processor
CPU                         = CPU
System Interface            = System Interface
Sys I/F                     = Sys I/F
Computer                    = Computer
Storage                     = Storage
Beam Weapon                 = Beam Weapon
Beam Generator              = Beam Generator
Beam Gen                    = Beam Gen
Power Flux Coupling         = Power Flux Coupling
Pwr Coupling                = Pwr Coupling
Beam Focuser                = Beam Focuser
Beam Focus                  = Beam Focus
Flashback Supressor         = Flashback Supressor
Flash Sup                   = Flash Sup
Bolt Weapon                 = Bolt Weapon
Laser Generator             = Laser Generator
Laser Gen                   = Laser Gen
Plasma Weapon               = Plasma Weapon
Plasma Exciter              = Plasma Exciter
Exciter                     = Exciter
Plasma Coupling             = Plasma Coupling
Plasma Cpl                  = Plasma Cpl
Missile Weapon              = Missile Weapon
Magnetic Launch Rail        = Magnetic Launch Rail
Mag Rail                    = Mag Rail
Launcher                    = Launcher
Ordnance Trolley/Loader     = Ordnance Trolley/Loader
Loader                      = Loader
Probe                       = Probe
Probe Caddy/Loader          = Probe Caddy/Loader
Flight Deck                 = Flight Deck
Hangar Access Causeway      = Hangar Access Causeway
Elevator                    = Elevator
ILS Transponder             = ILS Transponder
ILS                         = ILS
Navigational Interface      = Navigational Interface
Nav I/F                     = Nav I/F

hangar.UNAVAIL  = Unavail
hangar.MAINT    = Maint
hangar.STORAGE  = Standby
hangar.PREP     = Preflight
hangar.ALERT    = Alert
hangar.QUEUED   = Queued
hangar.LOCKED   = Locked
hangar.LAUNCH   = Launch
hangar.ACTIVE   = Active
hangar.INBOUND  = Inbound
hangar.RECOVERY = Recovery

instr.short.vector          = Go to {} sector
instr.short.farcast         = Farcast to {} sector
instr.short.launch          = Launch from the {}
instr.short.dock            = Dock with the {}
instr.short.return-to-base  = Return safely to base
instr.short.defend          = Defend {}
instr.short.escort          = Escort {}
instr.short.protect         = Protect {} in the area
instr.short.patrol          = Patrol for {} in {}
instr.short.sweep           = Sweep for {} in {}
instr.short.intercept       = Intercept and destroy {}
instr.short.strike          = Engage and destroy {}
instr.short.assault         = Engage and destroy {}
instr.short.recon           = Recon scan {}

instr.long.vector           = Go to the {} sector
instr.long.farcast          = Farcast to the {} sector
instr.long.launch           = Launch from the {}
instr.long.dock             = Dock with the {}
instr.long.return-to-base   = Return safely to base
instr.long.defend           = Defend the {}
instr.long.escort           = Escort the {}
instr.long.protect          = Protect {} in the area
instr.long.patrol           = Disable or destroy {} in the {} sector
instr.long.sweep            = Disable or destroy {} in the {} sector
instr.long.intercept        = Intercept and destroy {}
instr.long.strike           = Engage and destroy {}
instr.long.assault          = Engage and destroy {}
instr.long.recon            = Recon scan {}



wep.alpha       = The ALPHA CANNON is the high-energy particle weapon in use on most Hegemony fighter craft. Analysts believe that this weapon is nearing end-of-life phase out, but remains in service because it is cheap and reliable.  The Alpha Cannon tends to be low in effective damage and penetration, but makes up for those limitations with a high refire rate.
wep.delta       = The DELTA CANNON is the current generation standard high-energy particle weapon in use on most Alliance fighters.  Notorious for reliablity problems in its early years of service, the Delta Cannon is now considered one of the most potent and effective small energy weapons ever fielded by Force:Space.  The Delta Cannon has improved focus and high bolt velocity that contribute to its accuracy at ranges up to 10 km.
wep.heavy       = The HEAVY ENERGY CANNON has recently been fitted on the F/A-38D Thunderbolt series of attack fighters.  The Heavy is a slimmed down version of the retired 'Chain Lightning' cannon used on early model LCAs for mine sweeping and antiship warfare.  This is the first time a weapon of this caliber has been fitted on a single seat fighter.  The Heavy is too slow and unweildy to be effective against maneuvering fighters, but the high damage potential makes this weapon a first-rate ship killer.
wep.turret      = This automated FIGHTER TURRET provides rear quarter protection for the F/A-38D Thunderbolt series of attack fighters.  The turret is tied into the Alliance sensor network and will automatically engage any threat that comes within its range.  Even though it is not the most accurate platform in the fleet, the Fighter Turret is an effective deterrent to any fighters attempting a tail chase on the 'Bolt.
wep.archer      = The ARCHER SRM is the standard Hegemony anti-fighter munition.  Although not very fast, the Archer is very maneuverable, which makes it deadly accurate in short range engagements.  The Archer's main weakness is its low-quality seeker head.  The Archer can be defeated by releasing a decoy and performing a break turn at low power.  Each Archer hardpoint carries two weapons.
wep.javelin     = The JAVELIN SRM is the standard Alliance short range anti-fighter munition.  The Javelin is quite similar to the Hegemony Archer SRM, although it is carries more fuel and has an increased effective range as a result.  Unfortunately, it is not much faster than the Archer, and enemy fighters can still defeat the shot with a decoy if given sufficient warning.  The Javelin is best employed at short ranges from low aspect to minimize the enemy's chance of escape.  Each Javelin hardpoint carries three weapons.
wep.vector      = The VECTOR MRM is a medium-range general purpose guided munition.  The Vector is a high-speed weapon that is suitable for engaging small to medium-size maneuvering targets at ranges from 15 to 35 km.  Hegemony forces field an almost identical munition known as the Longbow.
wep.hammer      = The HAMMER AGM is a medium-range passive-guided air to ground munition.  The Hammer is a low-speed but very powerful weapon that is suitable for engaging hardened ground targets at ranges up to 50 km.  Recommended procedure is to employ the Hammer from its maximum range to avoid subjecting your fighter to ground fire.
wep.harpoon     = The HARPOON ASM is a long-range passive-guided antiship munition.  The Harpoon is a high-speed weapon that is suitable for engaging small to medium-size starships at ranges up to 50 km.  The Harpoon is not easily spoofed or intercepted and has excellent shield penetration capabilities.  Recommended procedure is to employ this weapon from its maximum range to avoid subjecting your fighter to enemy PDB fire. Hegemony forces field a similar fighter-launched antiship munition known as the HORN.
wep.rockets     = Each fighter-based ROCKET POD holds twelve guided submunitions that may be employed against a wide variety of spaceborne and ground-based targets.  Rockets are fired from the pod in salvos of four each time press the firing stud.  Rockets are most effective against stationary or slow moving targets, and are often used in mine-sweeping missions.
wep.recon       = The wing-mounted RECON POD is a multi-frequency sensor package that may be used to capture detailed information about an enemy ship, station, or ground unit.  The Recon Pod will perform two detailed scans in rapid succession each time you depress the firing stud.  The Pod contains storage for ten scans, so you can only fire it five times before returning to base.  Of course, the Recon Pod does no damage to enemy targets.
wep.decoy       = The FIGHTER DECOY is a general-purpose missile countermeasure that is designed to mimic the radient energy signature of your fighter's engine.  Anti-fighter missiles will generally guide on the closest, strongest return that their sensors can detect.  When your Sensor Warning Receiver notifies you of an inbound threat, you should release a decoy and disengage your drive augmenter (afterburner) to evade the missile.  The Fighter Decoy does no damage to enemy targets.
wep.blockade    = The BLOCKADE CANNON is an energy bolt turret that is usually mounted on space mines.  The Blockade Cannon is designed to engage civilian shipping, but it is also quite effective against fighter and attack craft.
wep.vulcan      = The VULCAN CANNON is a rapid-fire energy bolt weapon that is generally deployed on LCA-class attack craft.  The Vulcan can engage targets ranging from small fighters to medium-size starships and ground units.
wep.phalanx     = The PHALANX CANNON is the standard point defense battery (PDB) for smaller Force:Space starships.  Each Phalanx mount is a freely rotating ball turret with two alternate firing barrels.  The Phalanx is deadly accurate against fighter and combat drone targets at short ranges.
wep.viking      = The VIKING CANNON is the standard point defense battery (PDB) for many military stations.  Each Viking mount is a freely rotating cylindrical turret with two alternate firing barrels.  The Viking is quite accurate and delivers a devastating punch against against fighter targets at short to medium ranges.
wep.ursa        = The URSA CANNON is an older point defense battery (PDB) system in use on some Hegemony and Independent Worlds frigate-class starships.  The Ursa Cannon has only half the rate of fire of the Alliance's Phalanx system, but its high-speed bolts make in an effective offensive and defensive gun.
wep.orca        = The ORCA CANNON is the standard point defense battery (PDB) for Hegemony and Independent Worlds starships.  Each Orca mount is an articulated deck platform turret with two alternate firing barrels.  The Orca is deadly accurate against fighter and combat drone targets at short ranges, but lacks the speed and rate of fire of the Alliance Phalanx PDB system.
wep.orca2       = The ORCA 2 CANNON is the big brother of the standard Orca PDB.  Outwardly similar to the standard Orca, this heavy duty gun is mainly used defending Hegemony stations.  Each Orca 2 mount is an articulated deck platform turret with two alternate firing barrels.  Slower and less accurate than the standard Orca mount, this high-powered weapon packs quite a wallop when it does manage to hit the target.
wep.vanguard    = The VANGUARD CANNON is the standard point defense battery (PDB) for Force:Space cruisers and carriers.  Each Vanguard mount is an articulated deck platform turret with two alternate firing barrels.  The Vanguard is more powerful than the Phalanx system used on smaller starships, but not quite as accurate.
wep.plasma      = The PLASMA CANNON is used as the primary antiship gun on Alliance Frigates.
wep.xray        = XRAY LASER batteries are the most common primary beam weapons used by destroyer and light cruiser class starships in the Blue Drift region.  These weapons deliver a tremendous amount of destructive energy each second the beams are in contact with the hull armor of their target.  However, the coherent x-rays are easily scattered by standard gravitational deflector shields, giving them a low shield penetration factor.
wep.graser      = GAMMA RAY LASER batteries are the most powerful primary beam weapons in service in the Blue Drift region.  Used mainly by heavy cruiser class starships, these weapons are more than twice as powerful as the X-Ray Laser batteries used on lighter starships.  Like their smaller cousins, Gamma Ray Lasers have poor shield penetration, but they still pack enough punch to make an effective weapon against heavy starships and orbital stations.
wep.g-turret    = GAMMA RAY LASER TURRETS are often mounted on Hegemony military stations for defense against starship assault.  These weapons are essentially turret-mounted versions of the Gamma Ray Lasers used on heavy starships.  Backed by the powerful reactors of a military station, Gamma Ray Laser Turrets have the endurance to wear down enemy starships even through the scattering effect of their gravitational deflector shields.
wep.aaa2        = The ANTI AIRCRAFT ARTILLERY (AAA) CANNON is an autonomous ground-based energy bolt system optimized for area defense against hostile airborne targets.  This variant has two alternate firing barrels mounted on an upright turret with built-in multifrequency sensor.  It can engage fighters and attack craft at ranges up to 50 km.
wep.aaa4        = The ANTI AIRCRAFT ARTILLERY (AAA) CANNON is an autonomous ground-based energy bolt system optimized for area defense against hostile airborne targets.  This variant has four sequenced barrels for increased firing speed and coverage.  It can engage fighters and attack craft at ranges up to 50 km.
wep.sam         = The SURFACE-TO-AIR MISSILE (SAM) BATTERY is an autonomous ground-launched guided missile system designed for area defense against a variety of airborne targets.  Each SAM Battery carries eight missiles on an upright turret with integrated sensor array.  It can engage fighters and attack craft at ranges up to 20 km.
wep.mk7         = The MARK VII INTERCEPTOR is a ship-launched antifighter weapon that is also effective at engaging enemy combat drones and missiles.  The Mark VII also has some limited effectiveness against starship targets.  The Mark VII is commonly deployed on frigates tasked with fleet defense, as well as heavier cruiser class starships.
wep.fusion      = The FUSION TORPEDO is the standard issue guided long range antiship munition in use on most Force:Space destroyer and destroyer-escort class vessels.  Fusion Torpedoes pack a large amount of destructive power in a small package, but low speed and acceleration make them easy targets for PDB and Interceptor fire.  Employing them at point blank range can mitigate this effect.
wep.nike        = The NIKE high-speed antiship missile is commonly used on light cruiser class starships.  The Nike is considerably faster than the smaller Fusion Torpedo, and also has better shield penetration capabilities.
wep.athena      = The ATHENA is the elder sister of the Nike Antiship Missile.  Compared to the Nike, the Athena has a more advanced drive sytstem and greater acceleration.  Mounted only on heavy cruiser starship types, this Athena variant is designed for starboard missile tubes.
wep.athena2     = The ATHENA is the elder sister of the Nike Antiship Missile.  Compared to the Nike, the Athena has a more advanced drive sytstem and greater acceleration.  Mounted only on heavy cruiser starship types, this Athena variant is designed for port side missile tubes.
wep.probe       = The starship SENSOR DRONE is a multi-frequency active sensor probe that may be used to detect enemy ships far beyond the range of onboard ship sensors.  As long as it is active, the Sensor Drone will detect any contact that comes within 50 km of its position.  Of course, the Sensor Drone does no damage to enemy targets.

weather.clear           = Clear
weather.high-clouds     = High Clouds
weather.partly-cloudy   = Partly Cloudy
weather.overcast        = Overcast
weather.fog             = Dense Fog
weather.storm           = Heavy Storm

#
# MISSION TEXT - single missions and multiplayer
#

msn.s01.name    = 01. Red Alert
msn.s01.desc    = The long range reconnaissance ship AFS Vasquez has failed to report in during a routine patrol of Hegemony border space. Your element will patrol the Aram sector for evidence of the missing ship.
msn.s01.sitrep  = The long range reconnaissance ship AFS Vasquez has failed to report in during a routine patrol of Hegemony border space. The Third Fleet carrier Archon has been dispatched to Aram sector in the Ostara system to search for the missing ship.  Tensions are high, and Hegemony ships may also be patrolling this sector.\n\nYour element will patrol the Aram sector for evidence of the missing ship.  Be on the lookout for Hegemony ships that may have engaged and destroyed the Vasquez.  Good luck.
msn.s01.obj     = * Search for evidence of the AFS Vasquez\n* Defend the Archon Carrier Battle Group\n* Return safely to base
msn.s01.e01     = We show inbound contacts, presumed hostile.
msn.s01.e02     = Engage inbound strike package 'Orten'.

msn.s02.name    = 02. On Wings of Thunder
msn.s02.desc    = The Heracles is launching strike package Condor to take out an enemy freighter before it can leave Loris space. Your element is assigned to escort the strike package and protect it from enemy fighters.
msn.s02.sitrep  = Force:Intel has discovered a Hegemony plot to smuggle weapons and personnel from Loris into Silessia using unmarked civilian transports.  Field agents report that the first of these shipments will use the freighter Ascentia.  The Heracles is launching strike package Condor to take out the freighter before it can leave Loris space.\n\nYour element, Ranger, is assigned to escort the strike package and protect it from enemy fighters.  We want to get in, do the mission, and get out again before the Hegemony has time to react.  Choose your loadout, and get to your ships.
msn.s02.obj     = * Disable or destroy inbound enemy units in the Loris sector\n* Escort the Thunderbolts in strike package Condor\n* Return safely to base

msn.s03.name    = 03. Honor Guard
msn.s03.desc    = Your element has been assigned to escort the diplomatic shuttle from Telmera Starbase to Solus orbit, and then through the Farcaster to Omane sector and Harmony Station.
msn.s03.sitrep  = The Secretary for Foreign Affairs and the Senate Subcommittee for Interstellar Trade are on a diplomatic mission to the Independent System of Solus.  They have completed three days of meetings and are preparing to return home after a stop-over at Harmony Station in Kalon sector.\n\nYour element has been assigned to escort the diplomatic shuttle from Telmera Starbase to Solus orbit, and then through the Farcaster to Kalon sector and Harmony Station.
msn.s03.obj     = * Escort the diplomatic shuttle from Telmera to Harmony Station\n* Return safely to base
msn.s03.e02     = Dagger flight, this is diplomatic shuttle Zodiac.  Good to see you fellows made it.
msn.s03.e03     = We are ready for orbital insertion, please form on our wing.
msn.s03.e05     = Confirm approach to Solus-Kalon Farcaster.
msn.s03.e06     = Form up and we can take the jump together.
msn.s03.e90     = Stay sharp, there may be enemy fighters in the area.
msn.s03.e91     = We've taken some damage, but it's not too bad.
msn.s03.e99     = Thanks for the escort Dagger, Zodiac is clear for docking.

msn.s04.name    = 04. A Line in the Sand
msn.s04.desc    = The Hegemony is operating an illegal mining operation in the Tantalus sector of Haiche.  Your element has been tasked with destroying the support facilities for the mine.
msn.s04.sitrep  = The Hegemony is operating an illegal mining operation in the Tantalus sector of Haiche.  Force:Command is planning an effort to gain air and ground control of the sector.  As part of the effort, you have been tasked with destroying the support facilities for the mine.
msn.s04.obj     = * Destroy enemy mining operation\n* Return safely to base

msn.s05.name    = 05. Execution is Everything
msn.s05.desc    = A group of smugglers broke out of Solus impound three days ago and reached Lornas asteroid belt this morning.  Your element is to sweep the asteroid field and find the smugglers' ship.
msn.s05.sitrep  = A group of smugglers broke out of Solus impound three days ago.  They were able to bypass customs in Khaital and reached the Lornas asteroid belt this morning.  We believe we have located their ship, but with all the clutter from the belt, it is hard to be certain.\n\nYour element is to sweep the asteroid field and find the smugglers' ship.  Escort them back to the fleet where they can be safely apprehended.  We would prefer to take them alive, but use whatever means are necessary to prevent their escape.
msn.s05.obj     = * Sweep the Lornas asteroid belt\n* Escort the smugglers back to the fleet\n* Return safely to base
msn.s05.e01     = This is the Hegemony Warship Sidus to all unauthorized vessels in Lornas sector:
msn.s05.e02     = You are ordered to leave the area immediately or be destroyed.
msn.s05.e10     = We have two Hegemony warships inbound.
msn.s05.e11     = Destroy the smugglers and return to base ASAP.

msn.s06.name    = 06. Supression of Enemy Air Defense
msn.s06.desc    = A radical faction of the Radix Military has taken a Force recon ship and her crew hostage at a military base in the Shadow Canyon sector on Radix.  We need you to take out the SAM and AAA emplacements protecting the base.
msn.s06.sitrep  = A radical faction of the Radix Military has taken a Force recon ship and her crew hostage.  Force:Intel has determined that the hostages are being held at a military base in the Shadow Canyon sector on Radix Prime.  We are dispatching two Zodiac landing craft to rescue the hostages and destroy the recon ship before it can be compromised.\n\nWe need you to take out the SAM and AAA emplacements protecting the base.  You will take only a single Thunderbolt fighter to minimize the chance of our rescue operation being detected.  Stay as low as possible, and use EMCON 2 until you reach the strike zone.  Those hostages are counting on you, so get moving.
msn.s06.obj     = * SEAD - Destroy SAM and AAA near Shadow Canyon military base\n* Avoid detection until the last possible moment\n* Return safely to base
msn.s06.e60     = The SAM and AAA sites have been destroyed.  Mission accomplished!

msn.s07.name    = 07. Send Lawyers, Guns, and Money
msn.s07.desc    = Your Berents-class frigate has been assigned to escort the freighters Silver Stag and Golden Hart through hostile territory.
msn.s07.sitrep  = InterStellar Freightways is preparing to deliver a shipment of precision machine tools and parts to a distributor in Silessia.  The total value of the payload is over ten billion marks.  Due to the recent increase in pirate activity in Silessia, Force:Space has agreed to provide two Berents-class frigates as escort.\n\nYou will take command of the frigate AFS Durham and accompany the two freighters from the Tulkas jump point to the Nero transfer orbit in Silessia.  AFS Kingston will go with you.  Once the freighters reach Nero sector, they will use the farcaster to expedite their voyage to the distribution station in Vesta orbit.  You only need to see that they reach the farcaster safely, and then you must return to Borova space to rejoin the fleet.
msn.s07.obj     = * Escort the Golden Hart and Silver Stag to Silessia\n* Disable or destroy any enemy units in Nero sector\n* Return safely to Borovan space
msn.s07.e05     = We are ready to make the jump to Silessia/Nero.  See you there.
msn.s07.e80     = Freighter Golden Hart has been destroyed.  Your mission has failed.
msn.s07.e90     = Freighter Silver Stag has been destroyed.  Your mission has failed.
msn.s07.e110    = Both freighters have reached the Vesta sector.  Mission accomplished!

msn.s08.name    = 08. A Matter of Focus
msn.s08.desc    = An illegal drug cartel has set up major a distribution operation in the Solus system.  A major shipment is being brought in tonight.  Disable or destroy the smugglers before they can offload their cargo.
